Timestamp,Course Number,Semester,DCID (EX: DC1233 or DCF2456),Assignment (Early or Late),"Assignment Type
(This is labeled in the data assignment spreadsheet).",CXT1,CXT1 Comments,CXT2a,CXT2a Comments,CXT2b,CXT2b Comments,CXT3,CXT3 Comments,CXT4a,CXT4a Comments,CXT4b,CXT 4b Comments,Overall Comments/Concerns,Coder,"Number of Pages
(Type the number of pages in the artifact. For instance, if an artifact has 12 pages, type 12.)"
5/28/2026 1:29,82273,S22,DC703107,Late,Final Paper,3.5,I think this was well covered throughout the entirety of the paper with mentions of multiple scholarly sources.,3,"A variety of sources are used well throughout, especially in the background information section",3,The evidence was used to support its points but I thought they could have done better on the survey only having two responders,3,This was covered well throughout the background information section,3,No huge flaw here,3,The reflection portion covered a lot regarding the student's initial thinking and how learning about different traditions influenced these thoughts.,,Henry,14
5/28/2026 23:50,82273,S22,DC817208,Late,Final Paper,2.5,I think the factors listed are very descriptive with multiple sources but I think compared to the rest of the paper there could a bit more analysis instead of description,3.5,A very strong collection of sources are used,3.5,The different sources were used to back up different points,3.5,"I think this portion was very well done, with different opinions and perspectives spanning almost a century",3,,3,I think there was a lot that the student wrote connected to their own experiences,I think this is an extremely well written piece that covers the points on the rubric very well,Henry,15
5/29/2026 0:15,82273,S22,DC218271,Late,Final Paper,2.5,I also think compared to other areas of the paper this part could have been expanded upon a little more,3.5,Lots of strong sources that span different genres are used to strengthen the paper,4,I think the evidence sources are very well analyzed to support the author's arguments that it doesn't feel too wrong to give a 4,3,This is covered well with appropriate evidence and different cultural terms,3,This part is covered with lots of evidence provided,2.5,I think the personal reflection is slightly lacking compared to other parts of the essay,,Henry,26
5/29/2026 0:37,82273,S22,DC442301,Late,Final Paper,3,A variety of factors were given when describing the main topic of the paper ,2.5,The sources were good that each supported strong arguments but I think there could have been more than could have bene used for analysis,3,I think there was a good use of sources as well as mentions on shortcomings of the source which I liked. ,3,Strong points are used to support this point. ,3,I think this was well covered with a variety of cultural aspects described and historical references that explain the cultural aspects,2,This area was mentioned but definitely had potential to develop further,I think it's overall a strong paper but a few more sources could really elevate this further,Henry,12
5/29/2026 2:08,82273,S22,DC657660,Late,Final Paper,2.5,I think it was somewhat well covered but could have been more detailed,3.5,There were lots of sources used and I also appreciated how the author talked about potential shortcoming regarding sources they used,3,The sources are utilized well to support the primary argument,2,I don't think 'the recent past' was something that was explicitly mentioned and I think this may be due to the author's research question. There were some areas that broadly related to the recent past but not something specific,2.5,"Again, I don't think there was a strong focus on how traditions change over time but rather investigating the relation between tradition and other factors",2.5,Not too much area for the student to provide detailed accounts of their own thinking,,Henry,16
5/29/2026 8:23,82273,S22,DC546554,Late,Final Paper,2.5,There are multiple factors described but I would say that in terms of depth or detail some could have been analyzed more,3,Good variety of sources used,3,sources are used to support arguments throughout the paper,2.5,"While covered, I believe this could have been done in more depth",3,There are mentions of how the tradition has developed over time.,2.5,I think there could have been more in terms of personal reflection,The base of the paper is strong but could be better in terms of detailed analysis and nuance,Henry,13
5/29/2026 8:49,82273,S22,DC752893,Early,Short Paper,2,The topic is covered discussing a variety of factors but nothing regarding scholarly sources,2,The sources used were good as stated in instructions,2,There was no bibliography so hard to compile which sources were consulted,1,There wasn't too much describing the topic beyond the recent past ,2,I think a tradition was definitely identified but there was not too much analyzing how it developed over time,1.5,There was only a short link connecting personal connection and tradition,,Henry,8
5/29/2026 9:24,82273,S22,DC703107,Early,Short Paper,2.5,Good mentions of factors but not scholarly sources used,2,The sources used were good but it doesn not seem any additional sources wer e,2,There is no bibliography provided,2.5,The norms of the 1980s are somewhat discussed but I think this could have been done with more detail,3,Needs more detail but fits criteria 3,2.5,"The student gave their opinion as well as some reasoning which was good, but could have been expanded upon a little more",,Henry,8
5/29/2026 9:51,82273,S22,DC817208,Early,Short Paper,2.5,"Definitely a few factors stated but not the most descriptive, and also no scholarly sources",2,No additional sources aside from films,2,No biliography,1,Very few acknowledgement about the recent past,2.5,There are mentions but they are not very clear or direct,2,Personal opinion was underdeveloped when describing the tradition,,Henry,7
5/29/2026 10:05,82273,S22,DC218271,Early,Short Paper,2,Multiple cultural factors are introduced as subjects of study but not too much on factors to evaluate them,2,No sources other than the original two are consulted,2,No bibliography,1,There was virtually nothing regarding connecting the topic to the recent past,2,It was hard to find mentions of how the tradition was developed. Also not very ,2.5,The student mentions their own opinion with a very brief explanation,,Henry,6
5/15/2026 11:50,85221,F21,DC373098,Late,Final Paper,2.5,"The student analyzes childhood factors that influences the attachment style that each of the interviewees have and infers on how each of their attachment style are similar and different from one another. The student looked at the biological and environmental factors, our individual differences, and the impact culture has had on my family’s development when discussing the results from the interviews. The student describes the possible ways that these factors might have influenced the attachment styles of the interviewees using the past theories of child development as scholarly source material to justify his reasoning. However, there was some inferences required about these factors, so the student didn't quite clearly describe these factors with attachment styles.",3,"The student provided appropriate source materials that was relevant to their project, with the right amount of quantity used in discussing their results. They also included a table of the attachment style test results that is very much important to the analysis and discussion of the project. ",3,"The student did utilize information from each of their source materials that was adequate enough to support his statements about the influences of factors on the attachment styles of each interviewee. For example, the table was provided context to the claims they made on why certain family members have different attachment styles to the other family members interviewed in the project. In another example, the student also used the theme of sociocultural context related to the social-learning theory to explain why their mother have a different attachment style to their father. Thus, the student utilizes adequate information or context from or about source materials and interpretations of source material that support major points discussed in the analysis of the observations. ",NA,,3,"The student describes his ways of thinking about the development of attachment styles over time by connecting the results with his own experiences. They later go on to explain that due to their similar attachment style with his father and maternal grandmother, the student used to think that they were not going to get into an addiction. However, after becoming an addict themselves and doing this project, they understood that their attachment style certainly affected their bad habits. There were a lot of self reflection going on when connecting the student's own attachment style to their family members' and understanding the potential reasoning behind their individual differences. ",NA,should be NA,,Jerry,
5/18/2026 12:02,85221,F21,DC373098,Late,Final Paper,2.5,There were many factors that talked about the subject of study and why with strong enough analysis. However the reason it does not become a 3 is that there was barely any connection to scholarly sources.,2,there was a decent number of sources consulted which talks about different psychological theories which provided an edge in the writeup.,2,It was good that there were a lot of sources however most of them were only referenced once throughout the paper.,NA,,3,There were clear mentions on how tradition of time and culture was explicitly mentioned as well as it how they developed over time.,2.5,I think there was a decent enough connection between the traditions and the author's own stance,I think overall this is a very strong paper that checks off a lot of the criteria. ,Henry,8
5/18/2026 12:13,85221,F21,DC373098,Late,Final Paper,3,,3,,3,,,,3,,,,,Reconciled Code,8
5/27/2026 5:33,84389,S25,DC432602,Late,Final Paper,2,The paper describes very well regarding the fundamental questions of the topic. (Only in the beginning),2.5,Most sources were credible and good in quantity,3,Each points stated were all backed up by the evidences. ,0.5,The paper does not talk about the past. Only a few sources are from the past more than 20 years ago. ,2,The idea does develop over time by viewing the case in different ways. ,0,The student does not state how the student's thinking relates to the paper. ,,Noah,11
5/18/2026 22:38,82273,F24,DC590394,Early,Short Paper,2.5,"The student explains the multitude of factors that help contribute to the success of Tampopo and her ramen shop in the film. The student summarizes Tampopo's development throughout the film, stating how she continued to persevered through the struggles of learning how to make good ramen through the help of Goro's teaching. However, the student could have used specific scenes from the film to support these factors and connect to the student's answers for the other questions. ",3,"The student used scenes from the film ""Tampopo"" to support their answers, which are appropriate to the instructions of the paper. The instructions for the paper didn't ask for the use of other source materials other than the film. Therefore the quantity of source materials is appropriate for this paper.",3,The student does utilize certain scenes that served as strong evidence for their answer to each of the questions by providing adequate information and interpreting them in a way that is relevant to the context of the question and answer. ,3,"When asked about the appeal of Tampopo and Goro compared to modern standards in different cultures, the student does a good job at explaining each character's appeal to the Japanese audience in the 1980s and then relating it to them to other cultures in modern day society. However the explanations can be more comprehensive. ",2.5,"The student describes and connects the different Japanese cultural beliefs to the characters and scenes in the film. The student also applies a cultural approach to the characters and film. However, the student doesn't explicitly explain how these ideas in Japan have changed over time.",2.5,"The student uses their modern-day culture as comparison to Japanese culture in 1980s when talking about the character of Tampopo and Goro. However, that connection between their culture and the Japanese culture in the 1980s could be developed slightly more to reach a 3.",,Jerry,8
5/19/2026 0:17,82273,F24,DC590394,Early,Short Paper,2,"since it's more direct questions and answers, do include who and what factors ",2,use of primary source (the film) and other cultural concepts but not much other outside independent sources are used,3,good use of the film itself with specific references,3,"good use of culture in historical context, especially 1980s japan",2.5,"had several cultural traditions and were pretty specific, also mentions how they changed over time",2,did show personal reflection about the topics but weren't that deep/connected,,Lulu,8
5/20/2026 9:15,82273,F24,DC590394,Early,Short Paper,2.5,"Good continuous mentions to why the subject of study should be examined the way it should be, but no connections to scholarly sources which doesn't allow this to go to a 3",3,Lots of references to different Japanese terminologies and concepts ,3,I think there was a lot of examples taken from the source material that gives this a high score,2,"While covered, this was not covered as thoroughly throughout the paper.",2.5,A tradition is identified but not really expanded upon how it developed,1.5,There is not as much connection between the student's own thinking and the tradition,I think it's overall solid,Henry,8
6/2/2026 11:33,82273,F24,DC590394,Early,Short Paper,2.5,,3,,3,,3,,2.5,,2,,artifact did not actually need to be reconciled,Reconciled Code,8
5/14/2026 19:36,85221,F21,DC620173,Late,Final Paper,3.5,"clearly identifies the subject, hypothesis, and frames it around specific how and why questions about decision-making and development",2,"mixed sources and might not all be very good sources, I'm not too sure",2.5,"theories are used along with interview findings, good clarity",NA,"There is some engagement with generational differences, but I don't think the analysis are connected that well ",2,"3 theoretical traditions are identified and described, but not used effectively",NA,"Contains personal beliefs about parenting, grounded in the interview analysis and theoretical frameworks",,Lulu,
5/31/2026 23:51,76247,F21,DC258508,Late,Final Paper,NA,,2.5,There are appropriate quantity of evidence and all are appropriate as they are all from Shakespeare. ,3,"As each ideas are built off from the writings from Shakespeare and holes are also filled with his works, most major points are covered. ",0,Any recent activities regarding recent past are not mentioned. ,NA,,NA,,,Noah,4
5/31/2026 23:59,76247,F21,DC293286,Late,Final Paper,NA,,2,"The sources are appropriate but only 2 sources were mentioned, which are not appropriate when it comes to quantity. ",2.5,"As each stories/evidences acted like a root, most informations were supported by the evidences. However, since there were not that many evidences, I believe there are some lacking points. ",0,Nothing about the recent part was mentioned. ,NA,,NA,,,Noah,5
6/1/2026 0:09,76247,F21,DC582382,Late,Final Paper,NA,,2,The sources are appropriate but not appropriate when it comes to quantity since there are only 2 sources/evidences. ,2.5,"Since each ideas were built off from the evidences, I believe the source materials were strategically used. ",1,There were some mentioning regarding the past but only the beginning when explaining the reason why Shakespeare writes the way he did. ,NA,,NA,,,Noah,6
6/1/2026 0:17,76247,F21,DC151237,Late,Final Paper,NA,,2,Sources were appropriate but not appropriate when it comes to quantity. ,3,All ideas were built off from the evidences. Hence most major points were covered. ,0,History was not really mentioned. ,NA,,NA,,,Noah,6
6/1/2026 0:26,76247,F21,DC399646,Late,Final Paper,NA,,2,"Appropriate sources, but not appropriate quantity. ",3,"Major points were covered by the evidences and the author took an extra step to do analysis based on the info, filling in any possible gaps. ",0,Does not mentions regarding past. ,NA,,NA,,,Noah,6
6/1/2026 0:39,76247,F21,DC581293,Late,Final Paper,NA,,2,Appropriate in context but not in quantity,2.5,Ideas were built off from the evidences and each ideas offer different perspectives. ,0,History was not mentioned. ,NA,,NA,,,Noah,6
6/1/2026 9:14,82273,S22,DC969766,Early,Short Paper,2,"I don't think was very clearly articulated throughout the paper, as there was just a lot of description",2,Only sources listed in instructions are used,1,Not too much about the material itself to support analyses but rather felt like a listing and summary.,1,This portion was also unclear with few mentions on how it connects to the past.,0.5,I think there was more or less no mention on this portion,1,Student talks about their own thinking but rarely in mention to the traditions,I think the student onnly really covered the points in the instruction sheet but did not elaborate much to demonstrate mastery in the CXT rubrics,Henry,5
5/27/2026 0:00,84389,S26,DCF24146,Early,Short Paper,3,The student explains the historical factors that led to the establishment of Hamas in 1987 as a way to influence how and why Hamas is viewed and examined as a terrorist group and incorporates relevant scholarly source material to support these factors. ,NA,,NA,,3,"The student talks about the history of Hamas and how it was established in 1987, which is beyond the recent past. Their explanations of the history of this group is mostly comprehensive but does lack some key points and analysis.",2,The student identifies multiple explanations as to why the people in Gaza will join Hamas. However the student doesn't expand upon how these ideas have changed or developed over time. ,NA,,,Jerry,4
5/28/2026 23:36,84389,S26,DCF24146,Late,Short Paper,4,The student explains in depth how the Israelian strategy of leadership decapitation of Hamas have turned out for both the Israelis and Hamas by explaining the limitations of leadership decapitation overall through relevant scholarly source materials. ,NA,,NA,,1,"The student talks about the adaptation of Hamas as one of the main reason why Hamas has survived for more than 40 years. However, the student only mentions events that were more recent (1-3 years ago), so it is not beyond the recent past. ",2,The student mentions Jordan's 2014 framework on leadership decapitation and Hazelton's 2017 counterinsurgency framework when talking about the effectiveness of Israeli strategy against Hamas. However the student doesn't talk about how these ideas themselves have developed over time. ,NA,,,Jerry,5
6/1/2026 9:36,82273,S22,DC442301,Early,Short Paper,1.5,Somewhat vaguely mentioned ,2,Same as others,1.5,The main sources are talked about a lot but I'm not too sure if they necessarily supported the major points,1,Very vague with no mention of recent past,1.5,Multiple interpretations of traditions are mentioned but not thoroughly described.,1.5,Some personal connections but not very thorough or built upon.,Similar to the last paper only really covers the surface and feels more like a summary of sources rather than an analysis,Henry,6
5/14/2026 21:44,85221,F21,DC620173,Late,Final Paper,3.5,clearly state the previous studies and research questions,3,An appropriate amount of source materials,2.5,have information but do not support all major statements,NA,N/A,2,identified,NA,N/A,,Grace,
5/15/2026 5:00,85221,F21,DC620173,Late,Final Paper,3,"The author well describes who, what, where, when, why, and how as the paper well describes the background of the interviewees and the following outcomes. ",2,"The variability of the interviewees backgrounds is not diverse. But throughout the paper, the author does mentions and applies official resources. ",2,"When explaining the claims the author made, the author frequently uses the official resources but not constantly. ",NA,,2,"The overall idea of the paper developed over time by adding on different new information. However, it feels like the author was revolving around the similar concept too much. ",NA,,,Noah,
5/26/2026 23:43,84389,S26,DCF2430,Early,Short Paper,3,"The student states their reasons for why Viv Ansanm should be viewed as a terrorist gang group, but doesn't go further into the explanation. ",NA,,NA,,0,"The Viv Ansanm was more recently established and its beginning from G9 Alliance and G-PEP only started in 2020, so there was no mention of other issues or events that influenced the study of Viv Ansanm in the beyond the past 20 years",2,The student talks about the idea of attrition-based terrorism and connects it to the Viv Ansanm but doesn't go further into how this idea have changed or developed over time. ,NA,,,Jerry,5
5/28/2026 23:16,84389,S26,DCF2430,Late,Short Paper,3,"The student identifies different approaches to weaken Viv Ansamn in Haiti and justifies how some approaches have been somewhat effective or weak against the Viv Ansamn, using multiple scholarly source material. ",NA,,NA,,0,"Since the Viv Ansamn was established within the past 20 years, the student did not talk about any other subject of study that was beyond the recent past. ",2,The student states that fragmentation has been one of the biggest concerns for Viv Ansamn and why that is the case based on the nature of fragmentation. However the student doesn't talk about how this tradition has changed over time generally speaking. ,NA,,,Jerry,3
5/26/2026 16:21,84389,S26,DCF2432,Early,Short Paper,3,The student categorizes that the Sudanese Civil War should be examined as a civil war rather than a terrorism or insurgency campaign and explains their reasons for categorizing it as such using relevant scholarly source material. ,NA,,NA,,0,"Since the Sudanese Civil War started more recently (less than 20 years ago), the student doesn't identify any other issue for analysis in relation to phenomena beyond the recent past.",2,The student identifies multiple theories/explanations for why the civil war might have started. However they don't describe how these theories/explanations have changed and/or developed over time. ,NA,,,Jerry,4
5/27/2026 10:35,84389,S26,DCF2432,Late,Short Paper,3,"The student does a good job of explaining the different approaches used to stop the Sudanese Civil War. The student describes the limitations of these approaches and why nothing positive has happened from these methods, using scholarly source material to connect these factors. ",NA,,NA,,0,"Due to the fact that the Sudanese Civil War only started after the pandemic, the student doesn't mention any other subject of study that is beyond the recent past. ",2,The student uses the civil war theory to talk about the reasons for why there has been no progress in solving the Sudanese Civil War at the moment. However the student does not go further into how this theory have changed or developed over time.,NA,,,Jerry,4
6/2/2026 11:54,85221,F21,DC620173,Late,Final Paper,3.5,,3,,2.5,,,,2,,,,artifact did not actually need to be reconciled,Reconciled Code,9
6/1/2026 21:23,82273,S22,DC657660,Early,Short Paper,1.5,Vague but somewhat present,2,,2,Only sources used are mentioned throughout the paper,1.5,it was difficult to find any mention to the recent past. ,2.5,The traditions were mentioned throughout the paper but I think there could have been more detail,3,There were connections to student's thinking to the traditions,Overall I think this paper was more descriptive and did not cover too much on analysis that covered the CXT rubric,Henry,9
5/27/2026 6:22,84389,S25,DC657285,Late,Final Paper,2,The paper well describes the fundamental questions surrounding the paper's idea at the beginning when introducing the problem. ,2.5,The evidences are good in quantity wise and are credible (Not 3 not all evidences were scholarly evidences),3,"The ideas were built off from the evidences, hence minor omissions. ",1,Does not really talks about the past except for the time when introducing the start of LeT,1.5,The idea seems to be developing over time but I didn't feel too many connections going on. ,0,The student does not talk about how the student's idea relates to the paper's idea,,Noah,10
5/26/2026 17:04,84389,S26,F25254,Early,Short Paper,3,The student clearly describes why the al Qaeda attacks on the US embassies should be considered terrorist acts rather than an insurgency or civil war using the definition of terrorism from relevant scholarly source materials to connect it to these attacks ,NA,,NA,,2,"The student select the al Qaeda attacks as the event that the student want to examine. These attacks happened in 1998 which is more than 20 years ago in relation to today. The student also goes into detail on the circumstances that led to these attacks, such as the US's role in the Middle East or ""Muslim lands"" in the early 1990s",2,The student provides a couple of explanations on why al Qaeda carried out these attacks on US embassies in 1998 but does not go further into how these explanations/theories have changed over time. ,NA,,,Jerry,5
5/27/2026 11:27,84389,S26,F25254,Late,Short Paper,4,The student does a great job at explaining the different approaches that the US took to counter al-Qaeda and eliminate the organization after the 9/11 attacks. The student talks about the effectiveness of each of the US methods and the limitations of them as well. The student incorporates theories from different scholarly source materials to connect these factors to one another. ,NA,,NA,,3,"The student does a good job at talking about connecting how the 9/11 attacks in 2001 have shaped the events afterwards in the US targeting al-Qaeda and invading countries that support the group, but also talking about how the US counterterrorism have expanded terrorist groups and the jihadist ideology. ",3,"The student does a good job at explaining the idea of ""hearts and minds"" in conventional counterinsurgency doctrines but then talking about how that idea has changed in 2017 based on Jacqueline Hazelton's (an international security academic) ""Hearts and Minds’ Fallacy…”, where successful counterinsurgency campaigns often rely on coercion and violence rather than legitimacy alone according to Hazelton. ",NA,,,Jerry,9
5/19/2026 1:05,82273,F24,DC774063,Early,Short Paper,2,more specific/clear compared to the other essays,2.5,film used primarily and other references ,3,scenes are describes in detail and used accurately,2.5,consistently uses analysis with 1980s context and draws comparison,2.5,many traditions were said but could be analyzed better with context and other connections,2.5,personal reflections were thoughtful and used with detail,,Lulu,10
5/19/2026 22:26,82273,F24,DC774063,Early,Short Paper,3,"The student does a really good job at justifying the methods they used to analyze the film from the lens of a Japanese person in the 1980s and its culture in that time period. The student gives examples from the film for each methods and how its relates to some of the answers in the beginning of the paper. Therefore the student clearly describes the factors that influence their analysis of Tampopo, Goro, and the film. ",3,"The student used scenes from the film ""Tampopo"" to support their answers, which are appropriate to the instructions of the paper. The instructions for the paper didn't ask for the use of other source materials other than the film. Therefore the quantity of source materials is appropriate for this paper.",3,"The student provides adequate context from each of the scenes in their answers to support the major points for each question. The student's interpretations of those scenes were relevant to the context of the questions, thus supporting the most of the major points of each answer. ",3,"When talking about the cultural differences in a successful professional woman, the student comprehensively describes they are different in relation to 1980s with the modern day. The student also clearly explains how Goro is different from modern day male heroes, but with acknowledgement on the differences between the 1980s and modern day. ",2,"When explaining their approaches to analyzing the film, the student identifies Japanese cultural traditions but doesn't acknowledge how these traditions changed over time. The student only explained how these traditions influenced their analysis of the film.  ",3,"The student uses the ideas and beliefs from their own culture to compare the idea of an ideal professional woman to those ideas and beliefs from 1980s Japanese culture. Therefore the student is incorporating their own thinking into the cross-cultural analysis of Tampopo. Additionally, the student uses traits of a modern-day male hero in their culture and compares it to Goro. ",,Jerry,10
5/20/2026 12:43,82273,F24,DC774063,Early,Short Paper,2.5,Good synthesis but no scholarly source,3,Strong use of film,3,Good use of the film as well as introducing and mentioning other cultural topics.,2.5,There was a few many mentions referring to changes over different time periods.,3,The specific tradition of Japanese culture was explored in depth for the paper.,2.5,The student states their own opinion and backs it up through the tradition framework. ,,Henry,10
6/2/2026 11:45,82273,F24,DC774063,Early,Short Paper,2.5,,3,,3,,3,,2.5,,3,,artifact did not actually need to be reconciled,Reconciled Code,10
5/20/2026 13:53,82273,F24,DC308874,Late,Final Paper,2,"clearly states the background, but does not use source materials to support the points",2,The student provides source materials of mostly an appropriate quantity.,2,"The student gives some explanations of the source materials, but not all of them support the major points.",2,"The student points out the social phenomenon in the article, but does not have in-depth explanations.",2,"There is some connection to the tradition, but it is undeveloped and unexplained how this is connected to the ways of thinking developed over time.",1.5,"The article is mostly about literation review and film reflection, so it lacks the student's personal thoughts.",,Grace,21
6/8/2026 13:11,82273,F24,DC308874,Late,Final Paper,2,,2,,2.5,,2,,2,,1,,artifact did not actually need to be reconciled,Reconciled Code,21
5/20/2026 1:30,82273,F24,DC774063,Late,Final Paper,3,the questions were well stated and good framing within context,3,"there's a good variety of sources (peer reviewed journals, government documents, surveys, and more)",2.5,"sources are cited consistently and tied to major points throughout, feel like was a lot on backing up on claims",3,robust references throughout history and good connections of comparison between different time periods,2.5,mentioned how specific traditions developed through specific historical events,3,have good personal reflection and interpretation and is connected with the rest of the paper,,Lulu,19
5/18/2026 5:09,82273,F24,DC863354,Early,Short Paper,1.5,"The paper does discuss about the settings, time, and who but doesn't explain fully regarding the other aspects. The paper was more shifted on Japanese culture itself than answering the questions",1.5,There is only one source but is rigor and relevant to the topic,3,"Since the main source was the film, I could see that the ideas were building off from the points from the film. Hence supporting the major points. ",1,The paper mostly talks about the scene of the time the film was set in. The only time the paper talked about the past was at the beginning when mentioning the idealized women and talking about other recent films. ,1,The paper talked mostly about the student's thoughts rather than talking about past theories and reasoning how they develop certain ideas. ,2.5,The paper shows strong opinions about the writer and some includes normative traditions while some other lacks. ,,Noah,6
5/19/2026 13:12,82273,F24,DC863354,Early,Short Paper,1,The student does not fully describe and examine all the factors in the rubric.,2.5,The student uses various scenes from the film in this assignment.,3,"Since the article is based on this film, the evidences from the film is strongly related",1,"The student only talks a little bit about the present phenomenon at the start, then the whole article is just about the film itself.",1.5,The whole article does not quite discuss how the way of thinking has developed over time.,2,"The student shows a strong opinion, but the connection between their thinking and the connection is undeveloped.",,Grace,6
6/2/2026 11:37,82273,F24,DC863354,Early,Short Paper,1.5,,2,,3,,1,,1.5,,2.5,,artifact did not actually need to be reconciled,Reconciled Code,6
5/20/2026 11:31,82273,F24,DC774063,Late,Final Paper,3,The student identifies a bunch of factors will influence their analysis of the integration of robotics into Japanese society and reframes these factors into questions of how and what for their research. The student then explains how these factors will influence their analysis of robotics in Japanese society by connecting it to the overall topic of the paper. The student also uses scholarly source materials to introduce each of these factor's relationship to the paper's topic before diving into the discussion and analysis of their study results. The student also justifies his study approach of using survey methodology for the topic at hand. ,3,"The student uses a lot of appropriate and relevant source materials that motivate the study of robotics in Japanese society. The student uses survey methods to get results about the different opinions on the use of robotics in Japan across different generations, which are relevant to answering the proposed research questions. The amount of source materials is more than enough for the required amount for the assignment. However, I did feel like some of the source materials were not as rigorous as the other source materials, such as a sponsored article from the government of Japan included in the assignment. ",2,"The student provides adequate information and interpretations from their research surveys to support the major points that they want to address in the paper. However, it felt like the other source materials excluding the surveys didn't support any of the major points made in the paper, but rather used to motivate the subject of the study.",2.5,"The student provides a lot of context into the historical development of robotics in Japanese society from the post war period to present-day Japan at the beginning of the paper to motivate the study. The explanations were pretty comprehensive but when discussing the results of the surveys and connecting it to the research questions, the student briefly states the change over time with regards to the opinions of Japanese society and integration of robotics into Japanese society.  ",3,The student describes a lot of Japanese cultural traditions and concepts and how these traditions are incorporated and developed into the development and integration of robotics in Japanese society.,2.5,The student does a good job at explaining his own thinking of Japanese society as a whole when reflecting on the analysis and discussion of the results from their study. The student includes Japanese cultural concepts into his reflections of how Japan integrates robotics into their society but the connection between their thinking and these traditions are slightly underdeveloped and lack some crucial explanations. ,,Jerry,19
5/22/2026 12:58,82273,F24,DC774063,Late,Final Paper,3,,3,The student chose a wide variety of sources that helped strengthen the paper.,3,Sources were referred to when necessary throughout the paper that strengthened it overall. ,2.5,There were mentions but the explanations were not as in depth as they could have been,3,These were covered in depth throughout the entire paper. ,2.5,"There are definitely mentions, but considering the length of the paper, this could have been developed a little more.",I think it is an overall solid paper that covers most of the key points,Henry,19
6/1/2026 23:55,84389,S25,DC936881,Late,Final Paper,3,"The student does a good job of explaining the different factors and approaches that can be used to examine the Ethiopian Civil War, as well as the limitations of these approaches to examining the Ethiopian Civil War. The student connects it well to the body of the paper and incorporates relevant scholarly source material. ",3,The source materials are plenty for the assignment. They are also appropriate and relevant to studying the Ethiopian Civil War. The source materials provided were also mostly rigor. ,3,The student provided adequate information from the source materials to create reasonable interpretations that support most of their major points.,3,The student provides comprehensive explanations that allows the readers to understand how events from beyond the recent past (from the overthrow of the Ethiopian emperor in 1974) have shaped to the Ethiopian Civil War throughout the years and into what it is today. ,2,"The student identifies multiple theories that could be used to explain the Ethiopian Civil War from a theoretical lens, but the student doesn't provide any explanations into how these theories have changed or developed over time. ",3,The student clearly describes their own way of thinking when it comes to examining the Ethiopian Civil War from a theoretical standpoint and the reasons why the Ethiopian Civil War happened by connecting to other theoretical frameworks. ,,Jerry,12
5/30/2026 15:18,84389,S25,DCF24162,Late,Final Paper,2.5,The student clearly describes key factors that influence the subject of study.,3,The quantity of evidence is appropriate; the evidence is from various sources.,2.5,Main points are either supported by data evidence or relevant source materials.,2,Phenomenon and interpretations are stated.,1.5,The article is mostly about history of wars and terrorism instead of how way of thinking developed overtime.,1.5,The student states some personal thoughts in the end (but not sure whether this could be counted as own way of thinking.),,Grace,10
6/1/2026 13:00,84389,S25,DCF24162,Late,Final Paper,3,The student clearly describes the different approaches that could be used to analyze the JI and connects it to the subject of the paper. The student also uses relevant scholarly source material to support their claims about each of these approaches.  ,2,"The student uses a lot of source materials in their paper. The source materials are mostly appropriate to the subject of study, but some of the source materials are not rigor. ",3,The student uses adequate information and context from the source materials to create interpretations that support most of their major points about JI. ,3,The student does describe the historical context and events that was caused by the JI beyond the recent past and how it has shaped their future in terms of their goals and their eventual disbandment. ,2,The student identifies a couple of theories to describe and analyze JI but the student doesn't address the development of these theories over time. ,1,The student talks about their thoughts in the conclusion paragraph but there is really no acknowledgements to how the traditions influenced his thinking. ,,Jerry,10
6/2/2026 12:14,84389,S25,DCF24162,Late,Final Paper,3,,3,,3,,3,,2,,1.5,,artifact did not actually need to be reconciled,Reconciled Code,10
6/8/2026 13:16,82273,F24,DC774063,Late,Final Paper,3,,3,,2.5,,2.5,,3,,2.5,,artifact did not actually need to be reconciled,Reconciled Code,19
5/19/2026 19:28,82273,F24,DC863354,Late,Final Paper,2,"The paper talks about the background info (who, what, when...) but lacks when it comes to connecting the ideas. (There were some connections but too narrow and repetitive)",1,"Although anime was set in Japan and was made in Japan, I don't think anime should be considered as a valid source. ",2,"With the use of anime, the paper did support some major points but some other points were covered by the opinions of the interviewees. ",1.5,The paper does mention a few information from 1960s but doesn't explain in detail specifically for that time era. ,2,The paper does mention how the ideas have developed but is redundant throughout the paper. ,2,"The paper talks about the writer's own thoughts and agrees with the idea, but lacks when it comes to deep analysis and explanation. ",,Noah,12
5/19/2026 21:22,82273,F24,DC863354,Late,Final Paper,2,"The student states the factors such as when, what, where at the beginning, but does not connect them to the body of the study.",1.5,"The student develops the article based on this Japanese movie, but I personally think he/she lacks outside source materials to support the major points.",2,"The student provides adequate information from the movie, but does not necessarily support all the major points.",1,The student points out the social phenomenon but does not expand topic or give further information on that.,1.5,The student did not mention clearly how has this way of thinking developed overtime.,2,The student give personal opinion in the article but connection between their thinking and the tradition is limited.,,Grace,12
6/8/2026 13:17,82273,F24,DC863354,Late,Final Paper,2,,1,,2,,1,,2,,2,,artifact did not actually need to be reconciled,Reconciled Code,12
